Date,Timestamp,Invoice No.,Item Name,Price,Qty.,Sub Total,Discount,Tax,Final Total,Table No.,Server Name,Covers,Variation,Category,HSN
2023-09-19,2023-09-19 22:03:44,28389,Kulcha,55.00,1.00,55.00,0.00,2.76,57.76,16,biller,0,,Indian Breads,
2023-09-19,2023-09-19 22:03:44,28389,Parota,30.00,4.00,120.00,0.00,6.00,126.00,16,biller,0,,Indian Breads,
2023-09-19,2023-09-19 22:03:44,28389,Mushroom Masala,150.00,1.00,150.00,0.00,7.50,157.50,16,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 22:03:44,28389,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,16,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 22:03:44,28389,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,16,biller,0,,Veg Starters,
2023-09-19,2023-09-19 22:03:44,28389,Mineral Water,20.00,2.00,40.00,0.00,2.00,42.00,16,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 21:31:14,28388,Chilly Fish Dry,199.00,1.00,199.00,0.00,9.94,208.94,12,biller,0,,NON VEG STARTERS FISH,
2023-09-19,2023-09-19 21:31:14,28388,Fish 65,199.00,1.00,199.00,0.00,9.94,208.94,12,biller,0,,NON VEG STARTERS FISH,
2023-09-19,2023-09-19 21:31:14,28388,Prawn Chilli,199.00,1.00,199.00,0.00,9.94,208.94,12,biller,0,,NON VEG STARTERS FISH,
2023-09-19,2023-09-19 21:31:14,28388,Chicken 65 Boneless,190.00,1.00,190.00,0.00,9.50,199.50,12,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:31:14,28388,Chicken Lolly Pop,190.00,1.00,190.00,0.00,9.50,199.50,12,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:31:14,28388,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,12,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:31:14,28388,Egg Briyani With Raitha And Chicken Gravy,140.00,2.00,280.00,0.00,14.00,294.00,12,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:31:14,28388,Paneer Noodles,150.00,1.00,150.00,0.00,7.50,157.50,12,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 21:31:14,28388,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,12,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 21:31:14,28388,Schezwan Mushroom Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,12,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 21:29:17,28387,Chicken Biriyani With Raitha And Gravy,160.00,3.00,480.00,0.00,24.00,504.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:29:17,28387,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:29:17,28387,Schewan Chicken Noodle,160.00,1.00,160.00,0.00,8.00,168.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:29:17,28387,Schezwan Egg Fried Rice,140.00,2.00,280.00,0.00,14.00,294.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:29:17,28387,Chicken 65,160.00,1.00,160.00,0.00,8.00,168.00,1,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:29:17,28387,Chicken 65 Boneless,190.00,1.00,190.00,0.00,9.50,199.50,1,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:27:55,28386,Chicken Manchurian Dry,190.00,1.00,190.00,0.00,9.50,199.50,34,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:27:55,28386,Chicken Lolly Pop,190.00,1.00,190.00,0.00,9.50,199.50,34,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 21:27:55,28386,Prawn Pepper Fry,199.00,1.00,199.00,0.00,9.94,208.94,34,biller,0,,NON VEG STARTERS FISH,
2023-09-19,2023-09-19 21:27:55,28386,Butter Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,34,biller,0,,Non Veg Gravy,
2023-09-19,2023-09-19 21:27:55,28386,Schezwan Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,34,biller,0,,Non Veg Gravy,
2023-09-19,2023-09-19 21:27:55,28386,Butter Naan,60.00,4.00,240.00,0.00,12.00,252.00,34,biller,0,,Indian Breads,
2023-09-19,2023-09-19 21:27:55,28386,Romali Roti (1 No),50.00,5.00,250.00,0.00,12.50,262.50,34,biller,0,,Indian Breads,
2023-09-19,2023-09-19 21:23:04,28385,Roti,40.00,2.00,80.00,0.00,4.00,84.00,8,biller,0,,Indian Breads,
2023-09-19,2023-09-19 21:23:04,28385,Butter Naan,60.00,1.00,60.00,0.00,3.00,63.00,8,biller,0,,Indian Breads,
2023-09-19,2023-09-19 21:23:04,28385,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,8,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 21:23:04,28385,Chicken Noodles,160.00,1.00,160.00,0.00,8.00,168.00,8,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 21:23:04,28385,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,8,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 21:13:11,28384,Naan,50.00,3.00,150.00,0.00,7.50,157.50,6,biller,0,,Indian Breads,
2023-09-19,2023-09-19 21:13:11,28384,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,6,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 21:13:11,28384,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,6,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 21:07:59,28383,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,3,biller,0,,Veg Starters,
2023-09-19,2023-09-19 20:59:11,28382,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,22,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 20:27:13,28381,Chicken Noodles,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 20:19:26,28380,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,3,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 20:02:02,28379,Veg Noodles,130.00,1.00,130.00,0.00,6.50,136.50,4,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 20:01:38,28378,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,2,biller,0,,Veg Starters,
2023-09-19,2023-09-19 20:01:38,28378,Chicken 65,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 19:44:45,28377,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,8,biller,0,,Indian Breads,
2023-09-19,2023-09-19 19:44:45,28377,Kadai Paneer,150.00,1.00,150.00,0.00,7.50,157.50,8,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 19:44:45,28377,Butter Naan,60.00,1.00,60.00,0.00,3.00,63.00,8,biller,0,,Indian Breads,
2023-09-19,2023-09-19 19:35:30,28376,Pepper Garlic Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,23,biller,0,,Non Veg Soup,
2023-09-19,2023-09-19 16:20:42,28375,Veg Noodles,130.00,2.00,260.00,0.00,13.00,273.00,4,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 16:09:48,28374,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,17,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 16:09:41,28373,Romali Roti (1 No),50.00,3.00,150.00,0.00,7.50,157.50,16,biller,0,,Indian Breads,
2023-09-19,2023-09-19 16:09:41,28373,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,16,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 16:09:41,28373,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,16,biller,0,,Veg Starters,
2023-09-19,2023-09-19 16:09:41,28373,Singapore Noodles Veg,130.00,1.00,130.00,0.00,6.50,136.50,16,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 16:09:41,28373,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 16:09:41,28373,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,16,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 16:09:41,28373,Chicken Lolly Pop,190.00,1.00,190.00,0.00,9.50,199.50,16,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 16:09:41,28373,Chicken Chettinad Gravy,170.00,1.00,170.00,0.00,8.50,178.50,16,biller,0,,Non Veg Gravy,
2023-09-19,2023-09-19 15:52:55,28372,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 15:41:17,28371,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,11,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 15:33:21,28370,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,3,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 15:32:35,28369,Butter Milk,40.00,1.00,40.00,0.00,2.00,42.00,2,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 15:32:35,28369,Fresh Lemon Juice,35.00,1.00,35.00,0.00,1.76,36.76,2,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 14:50:30,28368,Romali Roti (1 No),50.00,2.00,100.00,0.00,5.00,105.00,2,biller,0,,Indian Breads,
2023-09-19,2023-09-19 14:50:30,28368,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,2,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 14:50:30,28368,Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,2,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 14:38:14,28367,"Plain Briyani With Raitha, Gravy.",130.00,2.00,260.00,0.00,13.00,273.00,9,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 14:38:14,28367,Pepper Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,9,biller,0,,Non Veg Gravy,
2023-09-19,2023-09-19 14:35:26,28366,Prawn Fried Rice,170.00,1.00,170.00,0.00,8.50,178.50,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 14:35:26,28366,Singapore Fried Rice Veg,130.00,1.00,130.00,0.00,6.50,136.50,4,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 14:29:32,28365,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,5,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 14:29:32,28365,Chicken 65,160.00,1.00,160.00,0.00,8.00,168.00,5,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 14:16:57,28364,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,15,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-19,2023-09-19 14:16:57,28364,Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,15,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 14:16:52,28363,Chapathi (2 No),50.00,3.00,150.00,0.00,7.50,157.50,13,biller,0,,Indian Breads,
2023-09-19,2023-09-19 14:16:52,28363,Green Peas  Masala,150.00,1.00,150.00,0.00,7.50,157.50,13,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 14:16:52,28363,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,13,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 14:16:52,28363,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,13,biller,0,,Indian Breads,
2023-09-19,2023-09-19 13:37:53,28362,Romali Roti (1 No),50.00,5.00,250.00,0.00,12.50,262.50,3,biller,0,,Indian Breads,
2023-09-19,2023-09-19 13:37:53,28362,Pepper Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,3,biller,0,,Non Veg Gravy,
2023-09-19,2023-09-19 13:37:53,28362,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,3,biller,0,,Veg Gravy,
2023-09-19,2023-09-19 13:37:53,28362,Baby Corn 65,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,Veg Starters,
2023-09-19,2023-09-19 13:37:53,28362,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 13:37:53,28362,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 13:37:53,28362,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,3,biller,0,,Deserts & Mocktails,
2023-09-19,2023-09-19 13:32:36,28361,Egg Briyani With Raitha And Chicken Gravy,140.00,2.00,280.00,0.00,14.00,294.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-19,2023-09-19 13:32:36,28361,Paneer Pulao,140.00,2.00,280.00,0.00,14.00,294.00,4,biller,0,,VEG BIRYANI & RICE,
2023-09-19,2023-09-19 13:32:36,28361,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,4,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 22:54:08,28360,Baby Corn Pepper Fry,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,Veg Starters,
2023-09-18,2023-09-18 22:54:08,28360,Dragon Mushroom,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,Veg Starters,
2023-09-18,2023-09-18 22:54:08,28360,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,4,biller,0,,Veg Starters,
2023-09-18,2023-09-18 22:54:08,28360,Hydrabadi Veg Biriyani,130.00,1.00,130.00,0.00,6.50,136.50,4,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 22:54:08,28360,Jeera Peas Pulao,130.00,1.00,130.00,0.00,6.50,136.50,4,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 22:54:08,28360,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:54:08,28360,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:54:08,28360,Naan,50.00,1.00,50.00,0.00,2.50,52.50,4,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:54:08,28360,Lachha Paratha,60.00,1.00,60.00,0.00,3.00,63.00,4,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:54:08,28360,Garlic Roti,50.00,1.00,50.00,0.00,2.50,52.50,4,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:53:11,28359,Butter Roti,50.00,1.00,50.00,0.00,2.50,52.50,2,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:53:11,28359,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,2,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:53:11,28359,Garlic Naan,60.00,1.00,60.00,0.00,3.00,63.00,2,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:53:11,28359,Naan,50.00,1.00,50.00,0.00,2.50,52.50,2,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:53:11,28359,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:53:11,28359,Egg Briyani With Raitha And Chicken Gravy,140.00,1.00,140.00,0.00,7.00,147.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:53:11,28359,Egg Noodles,140.00,1.00,140.00,0.00,7.00,147.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:53:11,28359,Prawn Fried Rice,170.00,1.00,170.00,0.00,8.50,178.50,2,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:53:11,28359,Chicken Tikka Masala,190.00,1.00,190.00,0.00,9.50,199.50,2,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:53:11,28359,Chicken Manchurian Gravy,170.00,1.00,170.00,0.00,8.50,178.50,2,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:53:11,28359,Chicken Kheema Masala,180.00,1.00,180.00,0.00,9.00,189.00,2,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:52:32,28358,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,26,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:52:32,28358,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,26,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:52:32,28358,Egg Briyani With Raitha And Chicken Gravy,140.00,1.00,140.00,0.00,7.00,147.00,26,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:52:32,28358,Paneer Noodles,150.00,1.00,150.00,0.00,7.50,157.50,26,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 22:52:32,28358,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,26,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:52:32,28358,Romali Roti (1 No),50.00,1.00,50.00,0.00,2.50,52.50,26,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:52:32,28358,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,26,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:52:32,28358,Butter Naan,60.00,1.00,60.00,0.00,3.00,63.00,26,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:52:32,28358,Karaikudi Kozhi Kozhimbu,170.00,1.00,170.00,0.00,8.50,178.50,26,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:52:32,28358,Chilly Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,26,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:52:32,28358,Chicken Tikka Masala,190.00,1.00,190.00,0.00,9.50,199.50,26,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 22:18:18,28357,Singapore Fried Rice Non-veg,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 22:18:18,28357,Garlic Naan,60.00,1.00,60.00,0.00,3.00,63.00,15,biller,0,,Indian Breads,
2023-09-18,2023-09-18 22:18:18,28357,Dragon Prawns,199.00,1.00,199.00,0.00,9.94,208.94,15,biller,0,,NON VEG STARTERS FISH,
2023-09-18,2023-09-18 22:13:08,28356,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,8,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 21:59:47,28355,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,7,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:59:47,28355,Chicken Kothu Paratha,110.00,1.00,110.00,0.00,5.50,115.50,7,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:59:47,28355,Parota,30.00,4.00,120.00,0.00,6.00,126.00,7,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:59:47,28355,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,7,biller,0,,Veg Gravy,
2023-09-18,2023-09-18 21:55:30,28354,Paneer Butter Masala,150.00,1.00,150.00,15.00,6.76,141.76,50,biller,0,,Veg Gravy,
2023-09-18,2023-09-18 21:55:30,28354,Kozhi Milaghuperattal,160.00,1.00,160.00,16.00,7.20,151.20,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 21:55:30,28354,Roti,40.00,5.00,200.00,20.00,9.00,189.00,50,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:52:47,28353,Singapore Fried Rice Non-veg,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:52:47,28353,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:52:47,28353,Egg Pepper Fry,60.00,1.00,60.00,0.00,3.00,63.00,3,biller,0,,NON VEG STARTERS EGG,
2023-09-18,2023-09-18 21:50:39,28352,Chicken Kati Roll,120.00,1.00,120.00,0.00,6.00,126.00,5,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 21:50:39,28352,Chicken Kothu Paratha,110.00,1.00,110.00,0.00,5.50,115.50,5,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:45:40,28351,Schewan Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,13,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 21:45:40,28351,Dragon Paneer,150.00,1.00,150.00,0.00,7.50,157.50,13,biller,0,,Veg Starters,
2023-09-18,2023-09-18 21:44:30,28350,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,4,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 21:44:30,28350,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,4,biller,0,,Veg Gravy,
2023-09-18,2023-09-18 21:44:30,28350,Butter Naan,60.00,2.00,120.00,0.00,6.00,126.00,4,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:44:30,28350,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:44:30,28350,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:44:30,28350,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 21:42:45,28349,Pulka (2 No),40.00,2.00,80.00,0.00,4.00,84.00,9,biller,0,,Indian Breads,
2023-09-18,2023-09-18 21:42:45,28349,Egg Bhurji Masala,150.00,1.00,150.00,0.00,7.50,157.50,9,biller,0,,Non Veg Gravy,
2023-09-18,2023-09-18 21:15:37,28348,Pichipotta Kozhivaruval,160.00,1.00,160.00,0.00,8.00,168.00,6,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 21:11:07,28347,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,5,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 21:09:20,28346,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,12,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 20:53:43,28345,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,2,biller,0,,Veg Gravy,
2023-09-18,2023-09-18 20:53:43,28345,Butter Naan,60.00,2.00,120.00,0.00,6.00,126.00,2,biller,0,,Indian Breads,
2023-09-18,2023-09-18 20:53:43,28345,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,2,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 20:31:11,28344,Honey Chicken,190.00,1.00,190.00,0.00,9.50,199.50,7,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 20:21:37,28343,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,10,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 20:21:37,28343,Chicken 65,160.00,1.00,160.00,0.00,8.00,168.00,10,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 20:21:37,28343,Chicken Lolly Pop,190.00,1.00,190.00,0.00,9.50,199.50,10,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 19:50:27,28342,Mineral Water,20.00,1.00,20.00,2.00,0.90,18.90,1,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 19:14:57,28341,Aalu Gobi Masala,150.00,1.00,150.00,0.00,7.50,157.50,50,biller,0,,Veg Gravy,
2023-09-18,2023-09-18 18:44:26,28340,Chicken Clear Soup,90.00,1.00,90.00,9.00,4.06,85.06,1,biller,0,,Non Veg Soup,
2023-09-18,2023-09-18 18:44:26,28340,Mineral Water,20.00,1.00,20.00,2.00,0.90,18.90,1,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 18:41:26,28339,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,10,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 18:41:07,28338,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:50:12,28337,Chicken Biriyani With Raitha And Gravy,160.00,3.00,480.00,0.00,24.00,504.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:50:12,28337,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:50:12,28337,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:50:12,28337,Schewan  Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:50:12,28337,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 16:50:12,28337,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,13,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 16:42:03,28336,"Plain Briyani With Raitha, Gravy.",130.00,3.00,390.00,0.00,19.50,409.50,50,biller,0,,VEG BIRYANI & RICE,
2023-09-18,2023-09-18 16:42:03,28336,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:42:03,28336,Schezwan Chicken Dry,190.00,1.00,190.00,0.00,9.50,199.50,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-09-18,2023-09-18 16:42:03,28336,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,50,biller,0,,Non Veg Tandoor,
2023-09-18,2023-09-18 16:42:03,28336,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,50,biller,0,,Deserts & Mocktails,
2023-09-18,2023-09-18 16:23:11,28335,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,9,biller,0,,NON VEG BRIYANI & RICE,
2023-09-18,2023-09-18 16:21:58,28334,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,10,biller,0,,NON VEG BRIYANI & RICE,
