Date,Timestamp,Invoice No.,Item Name,Price,Qty.,Sub Total,Discount,Tax,Final Total,Table No.,Server Name,Covers,Variation,Category,HSN
2023-06-30,2023-06-30 21:16:44,26178,Lemon Soda,50.00,4.00,200.00,0.00,10.00,210.00,16,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 20:58:20,26177,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,11,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 20:58:20,26177,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,11,biller,0,,Indian Breads,
2023-06-30,2023-06-30 20:58:20,26177,Tea,20.00,1.00,20.00,0.00,1.00,21.00,11,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 20:52:30,26176,Chicken 65,160.00,1.00,160.00,0.00,8.00,168.00,12,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 20:52:21,26175,Kozhicharru,90.00,1.00,90.00,0.00,4.50,94.50,9,biller,0,,Non Veg Soup,
2023-06-30,2023-06-30 20:17:06,26174,Prawn Noodles,170.00,1.00,170.00,0.00,8.50,178.50,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 20:14:46,26173,Schezwan Paneer,150.00,1.00,150.00,0.00,7.50,157.50,3,biller,0,,Veg Starters,
2023-06-30,2023-06-30 20:14:46,26173,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,3,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 20:11:24,26172,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 20:11:24,26172,Egg Briyani With Raitha And Chicken Gravy,140.00,1.00,140.00,0.00,7.00,147.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 20:11:24,26172,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,2,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 19:39:18,26171,Schewan Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,9,biller,0,,VEG BIRYANI & RICE,
2023-06-30,2023-06-30 19:39:18,26171,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,9,biller,0,,Veg Starters,
2023-06-30,2023-06-30 19:39:18,26171,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,9,biller,0,,Indian Breads,
2023-06-30,2023-06-30 19:39:18,26171,Blue Lagoon,99.00,2.00,198.00,0.00,9.90,207.90,9,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 19:17:20,26170,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 18:49:54,26169,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,11,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 16:32:01,26168,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 16:32:01,26168,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 16:32:01,26168,Mixed Veg Pulao,140.00,1.00,140.00,0.00,7.00,147.00,16,biller,0,,VEG BIRYANI & RICE,
2023-06-30,2023-06-30 16:32:01,26168,Baby Corn 65,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,Veg Starters,
2023-06-30,2023-06-30 16:32:01,26168,Chicken Manchurian Dry,190.00,1.00,190.00,0.00,9.50,199.50,16,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 16:32:01,26168,Prawn 65,199.00,1.00,199.00,0.00,9.94,208.94,16,biller,0,,NON VEG STARTERS FISH,
2023-06-30,2023-06-30 16:32:01,26168,Pepper Garlic Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,16,biller,0,,Non Veg Soup,
2023-06-30,2023-06-30 16:22:17,26167,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 16:22:17,26167,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,13,biller,0,,Veg Starters,
2023-06-30,2023-06-30 15:02:51,26166,Fish Finger,199.00,1.00,199.00,19.90,8.96,188.06,16,biller,0,,NON VEG STARTERS FISH,
2023-06-30,2023-06-30 15:02:51,26166,Pichi Potta Kozhi Varuval,160.00,1.00,160.00,16.00,7.20,151.20,16,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 15:02:51,26166,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,16.00,7.20,151.20,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 15:02:51,26166,Prawn Noodles,170.00,1.00,170.00,17.00,7.66,160.66,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 15:02:51,26166,Butter Scotch Scoop,80.00,1.00,80.00,8.00,3.60,75.60,16,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 15:02:51,26166,Blue Lagoon,99.00,1.00,99.00,9.90,4.46,93.56,16,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 15:02:51,26166,Mineral Water,20.00,1.00,20.00,2.00,0.90,18.90,16,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 14:48:01,26165,Chicken Manchurian Dry,190.00,1.00,190.00,19.00,8.56,179.56,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 14:48:01,26165,Pichi Potta Kozhi Varuval,160.00,1.00,160.00,16.00,7.20,151.20,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 14:48:01,26165,Schezwan Chicken Dry,190.00,1.00,190.00,19.00,8.56,179.56,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 14:48:01,26165,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,16.00,7.20,151.20,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 14:48:01,26165,Egg Noodles,140.00,1.00,140.00,14.00,6.30,132.30,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 14:48:01,26165,Mixed Fried Rice,170.00,1.00,170.00,17.00,7.66,160.66,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 14:48:01,26165,Chicken Manchurian Dry,190.00,1.00,190.00,19.00,8.56,179.56,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 14:48:01,26165,Schewan  Chicken Fried Rice,160.00,1.00,160.00,16.00,7.20,151.20,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 14:48:01,26165,Mixed Fried Rice,170.00,1.00,170.00,17.00,7.66,160.66,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 14:48:01,26165,Mineral Water,20.00,1.00,20.00,2.00,0.90,18.90,13,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 14:26:51,26164,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,3,biller,0,,VEG BIRYANI & RICE,
2023-06-30,2023-06-30 14:26:51,26164,Fish Finger,199.00,1.00,199.00,0.00,9.94,208.94,3,biller,0,,NON VEG STARTERS FISH,
2023-06-30,2023-06-30 14:26:51,26164,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 13:49:19,26163,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 13:30:14,26162,Chicken Biriyani With Raitha And Gravy,160.00,2.00,320.00,0.00,16.00,336.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 13:30:14,26162,Chicken Lolly Pop,190.00,1.00,190.00,0.00,9.50,199.50,3,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 13:30:14,26162,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,3,biller,0,,Deserts & Mocktails,
2023-06-30,2023-06-30 13:05:21,26161,Chicken Biriyani With Raitha And Gravy,160.00,2.00,320.00,0.00,16.00,336.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 13:05:21,26161,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,4,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-30,2023-06-30 12:58:54,26160,Paneer Manchurian,140.00,1.00,140.00,0.00,7.00,147.00,6,biller,0,,Veg Starters,
2023-06-30,2023-06-30 12:58:54,26160,Egg Noodles,140.00,1.00,140.00,0.00,7.00,147.00,6,biller,0,,NON VEG BRIYANI & RICE,
2023-06-30,2023-06-30 12:44:28,26159,Mint Lemon Juice,40.00,2.00,80.00,0.00,4.00,84.00,3,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 22:19:44,26158,Gobi Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,41,biller,0,,Veg Starters,
2023-06-29,2023-06-29 22:19:44,26158,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,41,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 22:19:44,26158,Kadai Paneer,150.00,1.00,150.00,0.00,7.50,157.50,41,biller,0,,Veg Gravy,
2023-06-29,2023-06-29 22:19:44,26158,Naan,50.00,3.00,150.00,0.00,7.50,157.50,41,biller,0,,Indian Breads,
2023-06-29,2023-06-29 22:19:44,26158,Veg Noodles,130.00,1.00,130.00,0.00,6.50,136.50,41,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 22:19:44,26158,Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,41,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 22:19:44,26158,Blue Lagoon,99.00,1.00,99.00,0.00,4.96,103.96,41,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 22:19:44,26158,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,41,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 22:19:26,26157,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,45,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 22:18:13,26156,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,11,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 22:18:13,26156,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,11,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 22:17:20,26155,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,50,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 22:13:04,26154,Schezwan Chicken  Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 22:13:04,26154,Schewan Chicken Noodle,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 22:13:04,26154,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 22:13:04,26154,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,15,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 22:13:04,26154,Schezwan Chicken Dry,190.00,1.00,190.00,0.00,9.50,199.50,15,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 21:59:24,26153,Dragon Mushroom,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,Veg Starters,
2023-06-29,2023-06-29 21:59:24,26153,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 21:59:24,26153,Paneer Fried Rice,150.00,1.00,150.00,0.00,7.50,157.50,13,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 21:59:24,26153,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,13,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 21:48:39,26152,Kadai Paneer,150.00,1.00,150.00,0.00,7.50,157.50,8,biller,0,,Veg Gravy,
2023-06-29,2023-06-29 21:48:39,26152,Butter Naan,60.00,1.00,60.00,0.00,3.00,63.00,8,biller,0,,Indian Breads,
2023-06-29,2023-06-29 21:48:39,26152,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,8,biller,0,,Indian Breads,
2023-06-29,2023-06-29 21:48:39,26152,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,8,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:25:58,26151,Mint Lemon Juice,40.00,2.00,80.00,0.00,4.00,84.00,11,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:19:30,26150,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 21:19:30,26150,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,50,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 21:14:53,26149,Kozhi Milaghuperattal,160.00,1.00,160.00,0.00,8.00,168.00,42,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 21:14:53,26149,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,42,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 21:14:53,26149,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,42,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 21:14:53,26149,Chicken Kheema Masala,180.00,1.00,180.00,0.00,9.00,189.00,42,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 21:14:53,26149,Pepper Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,42,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 21:14:53,26149,Fish 65,199.00,1.00,199.00,0.00,9.94,208.94,42,biller,0,,NON VEG STARTERS FISH,
2023-06-29,2023-06-29 21:14:53,26149,Hot And Sour Veg Soup,80.00,1.00,80.00,0.00,4.00,84.00,42,biller,0,,Veg Soup,
2023-06-29,2023-06-29 21:14:53,26149,Paneer- 65,140.00,1.00,140.00,0.00,7.00,147.00,42,biller,0,,Veg Starters,
2023-06-29,2023-06-29 21:14:53,26149,Baby Corn 65,160.00,1.00,160.00,0.00,8.00,168.00,42,biller,0,,Veg Starters,
2023-06-29,2023-06-29 21:14:53,26149,Jeera Peas Pulao,130.00,1.00,130.00,0.00,6.50,136.50,42,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 21:14:53,26149,Chettinad Mushroom Masala,150.00,1.00,150.00,0.00,7.50,157.50,42,biller,0,,Veg Gravy,
2023-06-29,2023-06-29 21:14:53,26149,Pulka (2 No),40.00,4.00,160.00,0.00,8.00,168.00,42,biller,0,,Indian Breads,
2023-06-29,2023-06-29 21:14:53,26149,Blue Lagoon,99.00,1.00,99.00,0.00,4.96,103.96,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:14:53,26149,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:14:53,26149,Butter Scotch Scoop,80.00,1.00,80.00,0.00,4.00,84.00,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:14:53,26149,Strawberry Scoop,80.00,1.00,80.00,0.00,4.00,84.00,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:14:53,26149,Fresh Lemon Juice,35.00,1.00,35.00,0.00,1.76,36.76,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:14:53,26149,Mineral Water,20.00,2.00,40.00,0.00,2.00,42.00,42,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 21:11:01,26148,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,22,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:59:35,26147,Hydrabadi Chicken Masala,170.00,1.00,170.00,0.00,8.50,178.50,50,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 20:59:35,26147,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,50,biller,0,,Veg Starters,
2023-06-29,2023-06-29 20:59:35,26147,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,50,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:59:35,26147,Butter Naan,60.00,5.00,300.00,0.00,15.00,315.00,50,biller,0,,Indian Breads,
2023-06-29,2023-06-29 20:56:39,26146,Pepper Tandoori Chicken ( Full ),399.00,1.00,399.00,0.00,19.96,418.96,45,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 20:44:27,26145,Butter Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,50,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 20:41:16,26144,Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,1,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 20:36:16,26143,Butterscotch Milk Shake,110.00,1.00,110.00,0.00,5.50,115.50,5,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:36:16,26143,Oreo Milk Shake,120.00,1.00,120.00,0.00,6.00,126.00,5,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:36:16,26143,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,5,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:36:16,26143,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,5,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:23:33,26142,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,41,biller,0,,Veg Starters,
2023-06-29,2023-06-29 20:19:40,26141,Chapathi (2 No),50.00,5.00,250.00,0.00,12.50,262.50,49,biller,0,,Indian Breads,
2023-06-29,2023-06-29 20:19:40,26141,Romali Roti (1 No),50.00,2.00,100.00,0.00,5.00,105.00,49,biller,0,,Indian Breads,
2023-06-29,2023-06-29 20:19:40,26141,Paneer Butter Masala,150.00,2.00,300.00,0.00,15.00,315.00,49,biller,0,,Veg Gravy,
2023-06-29,2023-06-29 20:19:40,26141,Butter Scotch Scoop,80.00,1.00,80.00,0.00,4.00,84.00,49,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:18:06,26140,Naan,50.00,4.00,200.00,0.00,10.00,210.00,50,biller,0,,Indian Breads,
2023-06-29,2023-06-29 20:18:06,26140,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,50,biller,0,,Veg Gravy,
2023-06-29,2023-06-29 20:16:56,26139,Blue Lagoon,99.00,1.00,99.00,0.00,4.96,103.96,3,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:15:13,26138,Tandoor Chicken ( Quarter),100.00,1.00,100.00,0.00,5.00,105.00,23,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 20:08:42,26137,Venilla Scoop,80.00,1.00,80.00,0.00,4.00,84.00,7,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 20:07:53,26136,Pepper Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,50,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 20:07:53,26136,Chicken Kheema Masala,180.00,1.00,180.00,0.00,9.00,189.00,50,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 20:07:53,26136,Kozhi Milaghuperattal,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 20:07:53,26136,Chicken Manchurian Dry,190.00,1.00,190.00,0.00,9.50,199.50,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 20:07:53,26136,Gobi Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,50,biller,0,,Veg Starters,
2023-06-29,2023-06-29 20:07:53,26136,Romali Roti (1 No),50.00,2.00,100.00,0.00,5.00,105.00,50,biller,0,,Indian Breads,
2023-06-29,2023-06-29 20:07:53,26136,Chapathi (2 No),50.00,5.00,250.00,0.00,12.50,262.50,50,biller,0,,Indian Breads,
2023-06-29,2023-06-29 19:31:21,26135,Manchow Veg Soup,80.00,1.00,80.00,0.00,4.00,84.00,2,biller,0,,Veg Soup,
2023-06-29,2023-06-29 19:31:21,26135,Manchow Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,2,biller,0,,Non Veg Soup,
2023-06-29,2023-06-29 19:31:21,26135,Butter Naan,60.00,2.00,120.00,0.00,6.00,126.00,2,biller,0,,Indian Breads,
2023-06-29,2023-06-29 19:31:21,26135,Chicken Chettinad,170.00,1.00,170.00,0.00,8.50,178.50,2,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 19:28:40,26134,Sesame Fried Chicken,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 19:28:40,26134,Pepper Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,50,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 17:41:15,26133,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,50,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 16:26:41,26132,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,1,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 15:40:29,26131,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,9,biller,0,,Indian Breads,
2023-06-29,2023-06-29 15:40:29,26131,Chicken Chettinad,170.00,1.00,170.00,0.00,8.50,178.50,9,biller,0,,Non Veg Gravy,
2023-06-29,2023-06-29 15:40:29,26131,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,9,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 15:40:29,26131,Pulka (2 No),40.00,2.00,80.00,0.00,4.00,84.00,9,biller,0,,Indian Breads,
2023-06-29,2023-06-29 15:40:29,26131,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,9,biller,0,,Non Veg Tandoor,
2023-06-29,2023-06-29 15:40:29,26131,Lemon Soda,50.00,3.00,150.00,0.00,7.50,157.50,9,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 15:32:36,26130,Egg Briyani With Raitha And Chicken Gravy,140.00,1.00,140.00,0.00,7.00,147.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 15:32:36,26130,Mixed Veg Pulao,140.00,1.00,140.00,0.00,7.00,147.00,1,biller,0,,VEG BIRYANI & RICE,
2023-06-29,2023-06-29 15:29:57,26129,Chicken Biriyani With Raitha And Gravy,160.00,2.00,320.00,0.00,16.00,336.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-29,2023-06-29 15:29:57,26129,Chicken 65 Boneless,190.00,2.00,380.00,0.00,19.00,399.00,16,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-29,2023-06-29 15:29:57,26129,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,16,biller,0,,Deserts & Mocktails,
2023-06-29,2023-06-29 15:20:41,26128,Prawn 65,199.00,1.00,199.00,0.00,9.94,208.94,4,biller,0,,NON VEG STARTERS FISH,
