Date,Timestamp,Invoice No.,Item Name,Price,Qty.,Sub Total,Discount,Tax,Final Total,Table No.,Server Name,Covers,Variation,Category,HSN
2023-06-09,2023-06-09 20:41:53,25590,Mineral Water,20.00,3.00,60.00,0.00,3.00,63.00,50,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 20:34:53,25589,Butter Naan,60.00,5.00,300.00,0.00,15.00,315.00,4,biller,0,,Indian Breads,
2023-06-09,2023-06-09 20:34:53,25589,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,4,biller,0,,Veg Gravy,
2023-06-09,2023-06-09 20:34:53,25589,Butter Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,4,biller,0,,Non Veg Gravy,
2023-06-09,2023-06-09 20:34:53,25589,Gobi Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,4,biller,0,,Veg Starters,
2023-06-09,2023-06-09 20:34:53,25589,Schezwan Fish Dry,199.00,1.00,199.00,0.00,9.94,208.94,4,biller,0,,NON VEG STARTERS FISH,
2023-06-09,2023-06-09 20:34:53,25589,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,4,biller,0,,Non Veg Tandoor,
2023-06-09,2023-06-09 20:34:53,25589,Mushroom Pulao,140.00,1.00,140.00,0.00,7.00,147.00,4,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 20:34:53,25589,Chapathi (2 No),50.00,1.00,50.00,0.00,2.50,52.50,4,biller,0,,Indian Breads,
2023-06-09,2023-06-09 20:34:53,25589,Kalaki,30.00,3.00,90.00,0.00,4.50,94.50,4,biller,0,,NON VEG STARTERS EGG,
2023-06-09,2023-06-09 20:27:05,25588,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,49,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 20:20:17,25587,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,2,biller,0,,Non Veg Tandoor,
2023-06-09,2023-06-09 20:20:17,25587,Naan,50.00,4.00,200.00,0.00,10.00,210.00,2,biller,0,,Indian Breads,
2023-06-09,2023-06-09 20:20:17,25587,Kheema Paneer,150.00,1.00,150.00,0.00,7.50,157.50,2,biller,0,,Veg Gravy,
2023-06-09,2023-06-09 20:20:17,25587,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,2,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 20:19:47,25586,Potato Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,11,biller,0,,Veg Starters,
2023-06-09,2023-06-09 20:02:35,25585,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 20:01:41,25584,Chicken Lolly Pop,190.00,2.00,380.00,0.00,19.00,399.00,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 19:56:41,25583,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,14,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 19:56:41,25583,Chicken Lolly Pop,190.00,3.00,570.00,0.00,28.50,598.50,14,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 19:56:41,25583,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 19:56:41,25583,Mixed Fried Rice,170.00,1.00,170.00,0.00,8.50,178.50,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 19:56:41,25583,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 19:56:41,25583,Mushroom Pulao,140.00,1.00,140.00,0.00,7.00,147.00,14,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 19:56:41,25583,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,14,biller,0,,Veg Starters,
2023-06-09,2023-06-09 19:56:41,25583,Paneer Manchurian,140.00,1.00,140.00,0.00,7.00,147.00,14,biller,0,,Veg Starters,
2023-06-09,2023-06-09 19:56:41,25583,Schezwan Chicken Dry,190.00,1.00,190.00,0.00,9.50,199.50,14,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 19:56:41,25583,Chicken Biriyani With Raitha And Gravy,160.00,3.00,480.00,0.00,24.00,504.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 17:14:27,25582,Fresh Lemon Juice,35.00,2.00,70.00,0.00,3.50,73.50,3,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 16:53:08,25581,Fresh Lemon Juice,35.00,2.00,70.00,0.00,3.50,73.50,14,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 16:36:53,25580,Chicken Fried Rice,160.00,3.00,480.00,0.00,24.00,504.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 16:36:53,25580,Chicken Noodles,160.00,2.00,320.00,0.00,16.00,336.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 16:36:53,25580,Oreo Milk Shake,130.00,1.00,130.00,0.00,6.50,136.50,2,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 15:13:38,25579,"Plain Briyani With Raitha, Gravy.",130.00,3.00,390.00,0.00,19.50,409.50,13,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 15:13:38,25579,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,13,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 15:05:11,25578,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,49,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 15:05:11,25578,Mint Lime Soda,55.00,1.00,55.00,0.00,2.76,57.76,49,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 15:05:11,25578,Chocolate Scoop,80.00,1.00,80.00,0.00,4.00,84.00,49,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 15:04:24,25577,Chicken Biriyani With Raitha And Gravy,160.00,3.00,480.00,0.00,24.00,504.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 15:04:24,25577,Chicken Noodles,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 15:04:24,25577,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,50,biller,0,,Non Veg Tandoor,
2023-06-09,2023-06-09 15:04:24,25577,Pulka (2 No),40.00,2.00,80.00,0.00,4.00,84.00,50,biller,0,,Indian Breads,
2023-06-09,2023-06-09 15:04:24,25577,Butter Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,50,biller,0,,Non Veg Gravy,
2023-06-09,2023-06-09 15:04:24,25577,Mineral Water,20.00,4.00,80.00,0.00,4.00,84.00,50,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 14:41:13,25576,Methi Chicken Masala,170.00,1.00,170.00,0.00,8.50,178.50,1,biller,0,,Non Veg Gravy,
2023-06-09,2023-06-09 14:41:13,25576,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,1,biller,0,,Indian Breads,
2023-06-09,2023-06-09 14:41:13,25576,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,1,biller,0,,Indian Breads,
2023-06-09,2023-06-09 14:28:47,25575,Chicken Manchurian Dry,190.00,1.00,190.00,0.00,9.50,199.50,4,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 14:28:47,25575,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:28:47,25575,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:28:47,25575,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,4,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 14:10:46,25574,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,6,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 14:07:02,25573,Curd Rice,90.00,1.00,90.00,0.00,4.50,94.50,16,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 14:07:02,25573,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:07:02,25573,Romali Roti (1 No),50.00,1.00,50.00,0.00,2.50,52.50,16,biller,0,,Indian Breads,
2023-06-09,2023-06-09 14:07:02,25573,Butter Chicken Gravy,170.00,1.00,170.00,0.00,8.50,178.50,16,biller,0,,Non Veg Gravy,
2023-06-09,2023-06-09 14:07:02,25573,Romali Roti (1 No),50.00,1.00,50.00,0.00,2.50,52.50,16,biller,0,,Indian Breads,
2023-06-09,2023-06-09 14:07:02,25573,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:06:33,25572,Kozhi Sukka,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 14:06:33,25572,Fish 65,199.00,1.00,199.00,0.00,9.94,208.94,3,biller,0,,NON VEG STARTERS FISH,
2023-06-09,2023-06-09 14:06:33,25572,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,3,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:06:33,25572,Prawn Biriyani,170.00,1.00,170.00,0.00,8.50,178.50,3,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:06:33,25572,Gulab Jamun,50.00,1.00,50.00,0.00,2.50,52.50,3,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 14:06:33,25572,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,3,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 14:03:24,25571,Chicken Biriyani With Raitha And Gravy,160.00,4.00,640.00,0.00,32.00,672.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:03:24,25571,Schezwan Chicken  Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:03:24,25571,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,14,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 14:03:24,25571,Mineral Water,20.00,2.00,40.00,0.00,2.00,42.00,14,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:58:17,25570,Strawberry Scoop,80.00,1.00,80.00,0.00,4.00,84.00,7,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:56:23,25569,Singapore Noodles Veg,130.00,1.00,130.00,0.00,6.50,136.50,15,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 13:56:23,25569,Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,15,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 13:56:23,25569,Potato Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,15,biller,0,,Veg Starters,
2023-06-09,2023-06-09 13:56:23,25569,Gobi- 65,120.00,1.00,120.00,0.00,6.00,126.00,15,biller,0,,Veg Starters,
2023-06-09,2023-06-09 13:56:23,25569,Strawberry Milk Shake,100.00,1.00,100.00,0.00,5.00,105.00,15,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:43:10,25568,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 13:43:10,25568,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,2,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:34:42,25567,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,10,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:31:26,25566,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 13:31:26,25566,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 13:31:26,25566,Chocolate Scoop,80.00,1.00,80.00,0.00,4.00,84.00,4,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:31:26,25566,Oreo Scoop,99.00,1.00,99.00,0.00,4.96,103.96,4,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:02:34,25565,Chicken Noodles,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 13:02:34,25565,Kozhi Milaghuperattal,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 13:02:34,25565,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,2,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:01:08,25564,Mint Lemon Juice,40.00,4.00,160.00,0.00,8.00,168.00,6,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 13:00:10,25563,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,1,biller,0,,NON VEG BRIYANI & RICE,
2023-06-09,2023-06-09 12:55:17,25562,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,5,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 12:55:17,25562,Oreo Milk Shake,130.00,1.00,130.00,0.00,6.50,136.50,5,biller,0,,Deserts & Mocktails,
2023-06-09,2023-06-09 12:46:35,25561,Veg Noodles,130.00,1.00,130.00,0.00,6.50,136.50,3,biller,0,,VEG BIRYANI & RICE,
2023-06-09,2023-06-09 12:06:59,25560,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,9,biller,0,,Non Veg Tandoor,
2023-06-09,2023-06-09 12:06:59,25560,Chicken Pallipalayam,160.00,1.00,160.00,0.00,8.00,168.00,9,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-09,2023-06-09 12:06:59,25560,Chicken Chettinad,170.00,1.00,170.00,0.00,8.50,178.50,9,biller,0,,Non Veg Gravy,
2023-06-09,2023-06-09 12:06:59,25560,Romali Roti (1 No),50.00,4.00,200.00,0.00,10.00,210.00,9,biller,0,,Indian Breads,
2023-06-08,2023-06-08 22:27:34,25559,"Plain Briyani With Raitha, Gravy.",130.00,1.00,130.00,0.00,6.50,136.50,49,biller,0,,VEG BIRYANI & RICE,
2023-06-08,2023-06-08 22:27:34,25559,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,49,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 22:27:34,25559,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,49,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 22:20:29,25558,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,50,biller,0,,Veg Starters,
2023-06-08,2023-06-08 22:20:29,25558,Mineral Water,20.00,9.00,180.00,0.00,9.00,189.00,50,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 21:46:19,25557,Manchow Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,42,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 21:46:19,25557,Pepper Garlic Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,42,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 21:46:19,25557,Naan,50.00,2.00,100.00,0.00,5.00,105.00,42,biller,0,,Indian Breads,
2023-06-08,2023-06-08 21:46:19,25557,Hydrabadi Chicken Masala,170.00,1.00,170.00,0.00,8.50,178.50,42,biller,0,,Non Veg Gravy,
2023-06-08,2023-06-08 21:41:47,25556,Pepper Tandoori Chicken ( Half ),209.00,1.00,209.00,0.00,10.46,219.46,2,biller,0,,Non Veg Tandoor,
2023-06-08,2023-06-08 21:06:53,25555,Lemon Soda,50.00,1.00,50.00,0.00,2.50,52.50,50,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 21:06:53,25555,French Fries,100.00,1.00,100.00,0.00,5.00,105.00,50,biller,0,,Veg Starters,
2023-06-08,2023-06-08 21:06:53,25555,Gobi Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,50,biller,0,,Veg Starters,
2023-06-08,2023-06-08 21:06:53,25555,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,50,biller,0,,Indian Breads,
2023-06-08,2023-06-08 21:06:53,25555,Schezwan Paneer Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,50,biller,0,,VEG BIRYANI & RICE,
2023-06-08,2023-06-08 20:58:51,25554,Pepper Garlic Chicken Soup,90.00,1.00,90.00,0.00,4.50,94.50,3,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 20:58:51,25554,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,3,biller,0,,Non Veg Tandoor,
2023-06-08,2023-06-08 20:58:51,25554,Fresh Lemon Juice,35.00,1.00,35.00,0.00,1.76,36.76,3,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:58:51,25554,Blue Lagoon,99.00,1.00,99.00,0.00,4.96,103.96,3,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:55:02,25553,Fresh Lemon Juice,35.00,1.00,35.00,0.00,1.76,36.76,2,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:55:02,25553,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,2,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:55:02,25553,Blue Lagoon,99.00,1.00,99.00,0.00,4.96,103.96,2,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:33:10,25552,Hydrabadi Chicken Masala,170.00,1.00,170.00,0.00,8.50,178.50,13,biller,0,,Non Veg Gravy,
2023-06-08,2023-06-08 20:33:10,25552,Romali Roti (1 No),50.00,3.00,150.00,0.00,7.50,157.50,13,biller,0,,Indian Breads,
2023-06-08,2023-06-08 20:33:10,25552,Thandoor Chicken Half,199.00,1.00,199.00,0.00,9.94,208.94,13,biller,0,,Non Veg Tandoor,
2023-06-08,2023-06-08 20:33:10,25552,Kozhicharru,90.00,2.00,180.00,0.00,9.00,189.00,13,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 20:22:42,25551,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,7,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 20:22:42,25551,Kumpo Chicken,190.00,1.00,190.00,0.00,9.50,199.50,7,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 20:22:42,25551,Lemon Soda,50.00,2.00,100.00,0.00,5.00,105.00,7,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:15:52,25550,French Fries,100.00,1.00,100.00,5.00,4.76,99.76,50,biller,0,,Veg Starters,
2023-06-08,2023-06-08 20:14:17,25549,Chicken Pallipalayam,160.00,1.00,160.00,0.00,8.00,168.00,5,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 20:14:17,25549,Pulka (2 No),40.00,1.00,40.00,0.00,2.00,42.00,5,biller,0,,Indian Breads,
2023-06-08,2023-06-08 20:14:17,25549,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,5,biller,0,,Veg Gravy,
2023-06-08,2023-06-08 20:14:17,25549,Mint Lemon Juice,40.00,1.00,40.00,0.00,2.00,42.00,5,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 20:14:17,25549,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,5,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 20:14:17,25549,Kalaki,30.00,1.00,30.00,0.00,1.50,31.50,5,biller,0,,NON VEG STARTERS EGG,
2023-06-08,2023-06-08 20:12:48,25548,Paneer Manchurian,140.00,1.00,140.00,0.00,7.00,147.00,15,biller,0,,Veg Starters,
2023-06-08,2023-06-08 20:04:18,25547,Hot And Sour Veg Soup,80.00,1.00,80.00,0.00,4.00,84.00,19,biller,0,,Veg Soup,
2023-06-08,2023-06-08 19:58:59,25546,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,16,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 17:06:39,25545,Paneer Butter Masala,150.00,1.00,150.00,0.00,7.50,157.50,3,biller,0,,Veg Gravy,
2023-06-08,2023-06-08 17:06:39,25545,Mushroom - 65,120.00,1.00,120.00,0.00,6.00,126.00,3,biller,0,,Veg Starters,
2023-06-08,2023-06-08 15:43:04,25544,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,15,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 15:43:04,25544,Prawn 65,199.00,1.00,199.00,0.00,9.94,208.94,15,biller,0,,NON VEG STARTERS FISH,
2023-06-08,2023-06-08 15:43:04,25544,Prawn Manchurian,199.00,1.00,199.00,0.00,9.94,208.94,15,biller,0,,NON VEG STARTERS FISH,
2023-06-08,2023-06-08 15:43:04,25544,Pichipotta Kozhivaruval,160.00,1.00,160.00,0.00,8.00,168.00,15,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 15:43:04,25544,Channa Masala,140.00,1.00,140.00,0.00,7.00,147.00,15,biller,0,,Veg Gravy,
2023-06-08,2023-06-08 15:43:04,25544,Pulka (2 No),40.00,2.00,80.00,0.00,4.00,84.00,15,biller,0,,Indian Breads,
2023-06-08,2023-06-08 15:43:04,25544,Schewan Veg Fried Rice,130.00,1.00,130.00,0.00,6.50,136.50,15,biller,0,,VEG BIRYANI & RICE,
2023-06-08,2023-06-08 15:43:04,25544,Egg Briyani With Raitha And Chicken Gravy,140.00,4.00,560.00,0.00,28.00,588.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 15:43:04,25544,Chicken Biriyani With Raitha And Gravy,160.00,2.00,320.00,0.00,16.00,336.00,15,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 15:43:04,25544,Mineral Water,20.00,5.00,100.00,0.00,5.00,105.00,15,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 15:43:04,25544,Lemon Soda,50.00,8.00,400.00,0.00,20.00,420.00,15,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 15:43:04,25544,Mint Lime Soda,55.00,1.00,55.00,0.00,2.76,57.76,15,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 14:52:11,25543,Kozhi Milaghuperattal,160.00,1.00,160.00,16.00,7.20,151.20,50,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 14:52:11,25543,Mineral Water,20.00,1.00,20.00,2.00,0.90,18.90,50,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 14:35:00,25542,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,4,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 14:15:37,25541,Sweet Corn Chicken Soup,90.00,2.00,180.00,0.00,9.00,189.00,13,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 14:15:37,25541,Kozhicharru,90.00,1.00,90.00,0.00,4.50,94.50,13,biller,0,,Non Veg Soup,
2023-06-08,2023-06-08 14:15:37,25541,Chicken Manchurian Dry,190.00,1.00,190.00,0.00,9.50,199.50,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 14:15:37,25541,Chicken Biriyani With Raitha And Gravy,160.00,2.00,320.00,0.00,16.00,336.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 14:15:37,25541,Schewan Chicken Noodle,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 14:15:37,25541,Mixed Fried Rice,170.00,1.00,170.00,0.00,8.50,178.50,13,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 14:15:37,25541,Chicken Pallipalayam,160.00,1.00,160.00,0.00,8.00,168.00,13,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 14:15:37,25541,Soft Drink 600ml,40.00,1.00,40.00,0.00,2.00,42.00,13,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 14:15:37,25541,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,13,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 13:59:22,25540,Prawn Pepper Fry,199.00,1.00,199.00,0.00,9.94,208.94,50,biller,0,,NON VEG STARTERS FISH,
2023-06-08,2023-06-08 13:47:23,25539,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,2,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-08,2023-06-08 13:47:23,25539,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 13:47:23,25539,Chicken Fried Rice,160.00,1.00,160.00,0.00,8.00,168.00,2,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 13:47:23,25539,Mineral Water,20.00,1.00,20.00,0.00,1.00,21.00,2,biller,0,,Deserts & Mocktails,
2023-06-08,2023-06-08 13:38:50,25538,Chicken Biriyani With Raitha And Gravy,160.00,1.00,160.00,0.00,8.00,168.00,10,biller,0,,NON VEG BRIYANI & RICE,
2023-06-08,2023-06-08 13:27:36,25537,Gobi Manchurian,120.00,1.00,120.00,0.00,6.00,126.00,4,biller,0,,Veg Starters,
2023-06-08,2023-06-08 13:27:36,25537,Ghee Rice,130.00,1.00,130.00,0.00,6.50,136.50,4,biller,0,,VEG BIRYANI & RICE,
2023-06-08,2023-06-08 13:27:36,25537,Kadai Paneer,150.00,1.00,150.00,0.00,7.50,157.50,4,biller,0,,Veg Gravy,
2023-06-08,2023-06-08 13:27:36,25537,Pulka (2 No),40.00,2.00,80.00,0.00,4.00,84.00,4,biller,0,,Indian Breads,
2023-06-07,2023-06-07 22:13:27,25536,Garlic Naan,60.00,1.00,60.00,0.00,3.00,63.00,42,biller,0,,Indian Breads,
2023-06-07,2023-06-07 22:13:27,25536,Butter Naan,60.00,1.00,60.00,0.00,3.00,63.00,42,biller,0,,Indian Breads,
2023-06-07,2023-06-07 22:13:27,25536,Kadai Chicken,170.00,1.00,170.00,0.00,8.50,178.50,42,biller,0,,Non Veg Gravy,
2023-06-07,2023-06-07 22:13:27,25536,Dragon Chicken,190.00,1.00,190.00,0.00,9.50,199.50,42,biller,0,,NON VEG STARTERS CHICKEN,
2023-06-07,2023-06-07 22:13:27,25536,Singapore Fried Rice Non-veg,160.00,1.00,160.00,0.00,8.00,168.00,42,biller,0,,NON VEG BRIYANI & RICE,
2023-06-07,2023-06-07 21:57:41,25535,Egg Fried Rice,140.00,1.00,140.00,0.00,7.00,147.00,4,biller,0,,NON VEG BRIYANI & RICE,
2023-06-07,2023-06-07 21:57:41,25535,Tandoor Chicken ( Quarter),100.00,1.00,100.00,0.00,5.00,105.00,4,biller,0,,Non Veg Tandoor,
